FID,knooppuntnummer,regio,provincie,puntid,last_edited_date,soort_knooppunt,wkb_geometry
wandelknooppunten_vrij_wgs84.6602,,Zeeland,Zeeland,1576881,,knooppunt,POINT (3.695703641000023 51.673999594000065)
wandelknooppunten_vrij_wgs84.6603,,Zeeland,Zeeland,1576882,,knooppunt,POINT (3.71054696300007 51.68822872900006)
wandelknooppunten_vrij_wgs84.6604,,Zeeland,Zeeland,1576883,,knooppunt,POINT (3.734532105000028 51.69743989500006)
wandelknooppunten_vrij_wgs84.6605,,Zeeland,Zeeland,1576885,,knooppunt,POINT (3.8976111400000377 51.65447586800008)
wandelknooppunten_vrij_wgs84.6606,,Zeeland,Zeeland,1576887,,knooppunt,POINT (3.9656273670000246 51.629226161000076)
wandelknooppunten_vrij_wgs84.6607,,Zeeland,Zeeland,1576888,,knooppunt,POINT (3.8517918580000696 51.456501659000025)
wandelknooppunten_vrij_wgs84.6608,,Zeeland,Zeeland,1576891,2021-07-07T10:20:09,knooppunt,POINT (3.868466902000023 51.59565639700003)
wandelknooppunten_vrij_wgs84.6609,,Zeeland,Zeeland,1576892,,knooppunt,POINT (3.8472467770000662 51.59922628100003)
wandelknooppunten_vrij_wgs84.6610,,Zeeland,Zeeland,1576893,,knooppunt,POINT (3.7271876280000242 51.587201865000054)
wandelknooppunten_vrij_wgs84.6611,,Zeeland,Zeeland,1576894,,knooppunt,POINT (3.564154955000049 51.49713769300007)
wandelknooppunten_vrij_wgs84.6612,45,Zuid-Holland,Zuid-Holland,181698,2019-11-21T10:40:09,knooppunt,POINT (4.14632993400005 51.88502300700003)
wandelknooppunten_vrij_wgs84.6613,58,Zuid-Holland,Zuid-Holland,181697,2019-11-21T10:40:09,knooppunt,POINT (4.169321934000038 51.900349008000035)
wandelknooppunten_vrij_wgs84.6614,56,Zuid-Holland,Zuid-Holland,181696,2019-11-21T10:40:09,knooppunt,POINT (4.169860934000042 51.90144900700005)
wandelknooppunten_vrij_wgs84.6615,71,Zuid-Holland,Zuid-Holland,181695,2019-11-21T10:40:09,knooppunt,POINT (4.20958493400002 51.90027500800005)
wandelknooppunten_vrij_wgs84.6616,64,Zuid-Holland,Zuid-Holland,181694,2019-11-21T10:40:09,knooppunt,POINT (4.231430934000059 51.914511007000044)
wandelknooppunten_vrij_wgs84.6617,11,Zuid-Holland,Zuid-Holland,181693,2019-11-21T10:40:09,knooppunt,POINT (4.092768934000048 51.917654008000056)
wandelknooppunten_vrij_wgs84.6618,13,Zuid-Holland,Zuid-Holland,181692,2019-11-21T10:40:09,knooppunt,POINT (4.095577934000062 51.92107900700006)
wandelknooppunten_vrij_wgs84.6619,35,Zuid-Holland,Zuid-Holland,181691,2019-11-21T10:40:09,knooppunt,POINT (4.057318934000023 51.893981007000036)
wandelknooppunten_vrij_wgs84.6620,54,Zuid-Holland,Zuid-Holland,181690,2019-11-21T10:40:09,knooppunt,POINT (4.053573934000042 51.89536800800005)
wandelknooppunten_vrij_wgs84.6621,31,Zuid-Holland,Zuid-Holland,181689,2019-11-21T10:40:09,knooppunt,POINT (4.053346935000036 51.879354007000074)
wandelknooppunten_vrij_wgs84.6622,53,Zuid-Holland,Zuid-Holland,181688,2019-11-21T10:40:09,knooppunt,POINT (4.074287935000029 51.92297800700004)
wandelknooppunten_vrij_wgs84.6623,71,Zuid-Holland,Zuid-Holland,181687,2019-11-21T10:40:09,knooppunt,POINT (4.058557934000021 51.90141600700008)
wandelknooppunten_vrij_wgs84.6624,66,Zuid-Holland,Zuid-Holland,181685,2019-11-21T10:40:09,knooppunt,POINT (4.076408934000028 51.914409008000064)
wandelknooppunten_vrij_wgs84.6625,34,Zuid-Holland,Zuid-Holland,181684,2019-11-21T10:40:09,knooppunt,POINT (4.319362934000026 51.81274100700006)
wandelknooppunten_vrij_wgs84.6626,47,Zuid-Holland,Zuid-Holland,181683,2019-11-21T10:40:09,knooppunt,POINT (4.134310934000041 51.88244100700007)
wandelknooppunten_vrij_wgs84.6627,67,Zuid-Holland,Zuid-Holland,181682,2019-11-21T10:40:09,knooppunt,POINT (4.24225993400006 51.910796007000044)
wandelknooppunten_vrij_wgs84.6628,75,Zuid-Holland,Zuid-Holland,181681,2019-11-21T10:40:09,knooppunt,POINT (4.229899935000049 51.91368100700004)
wandelknooppunten_vrij_wgs84.6629,74,Zuid-Holland,Zuid-Holland,181680,2019-11-21T10:40:09,knooppunt,POINT (4.200514935000058 51.933708007000064)
wandelknooppunten_vrij_wgs84.6630,76,Zuid-Holland,Zuid-Holland,181679,2019-11-21T10:40:09,knooppunt,POINT (4.191049935000024 51.93705700700008)
wandelknooppunten_vrij_wgs84.6631,84,Zuid-Holland,Zuid-Holland,181678,2019-11-21T10:40:09,knooppunt,POINT (4.151928935000058 51.923093007000034)
wandelknooppunten_vrij_wgs84.6632,87,Zuid-Holland,Zuid-Holland,181677,2019-11-21T10:40:09,knooppunt,POINT (4.134552935000045 51.92416000700007)
wandelknooppunten_vrij_wgs84.6633,74,Zuid-Holland,Zuid-Holland,181676,2019-11-21T10:40:09,knooppunt,POINT (4.082345934000045 51.90306000700008)
wandelknooppunten_vrij_wgs84.6634,89,Zuid-Holland,Zuid-Holland,181675,2019-11-21T10:40:09,knooppunt,POINT (4.052650934000042 51.86976500700007)
wandelknooppunten_vrij_wgs84.6635,59,Zuid-Holland,Zuid-Holland,181674,2019-11-21T10:40:09,knooppunt,POINT (4.042238934000068 51.89270200800007)
wandelknooppunten_vrij_wgs84.6636,39,Zuid-Holland,Zuid-Holland,181673,2019-11-21T10:40:09,knooppunt,POINT (4.048404935000065 51.877159007000046)
wandelknooppunten_vrij_wgs84.6637,16,Zuid-Holland,Zuid-Holland,181672,2019-11-21T10:40:09,knooppunt,POINT (4.086274934000073 51.91865200700005)
wandelknooppunten_vrij_wgs84.6638,83,Zuid-Holland,Zuid-Holland,181671,2019-11-21T10:40:09,knooppunt,POINT (4.067230934000065 51.911228007000034)
wandelknooppunten_vrij_wgs84.6639,81,Zuid-Holland,Zuid-Holland,181670,2019-11-21T10:40:09,knooppunt,POINT (4.070895934000021 51.856202007000036)
wandelknooppunten_vrij_wgs84.6640,46,Zuid-Holland,Zuid-Holland,181669,2019-11-21T10:40:09,knooppunt,POINT (4.134141935000059 51.880344007000076)
wandelknooppunten_vrij_wgs84.6641,53,Zuid-Holland,Zuid-Holland,181668,2019-11-21T10:40:09,knooppunt,POINT (4.185362934000068 51.89793000800006)
wandelknooppunten_vrij_wgs84.6642,72,Zuid-Holland,Zuid-Holland,181667,2019-11-21T10:40:09,knooppunt,POINT (4.2248409350000315 51.89951300800004)
wandelknooppunten_vrij_wgs84.6643,61,Zuid-Holland,Zuid-Holland,181666,2019-11-21T10:40:09,knooppunt,POINT (4.248806934000072 51.90465200700004)
wandelknooppunten_vrij_wgs84.6644,73,Zuid-Holland,Zuid-Holland,181665,2019-11-21T10:40:09,knooppunt,POINT (4.199803934000045 51.935148007000066)
wandelknooppunten_vrij_wgs84.6645,85,Zuid-Holland,Zuid-Holland,181664,2019-11-21T10:40:09,knooppunt,POINT (4.144760934000033 51.91486000700007)
wandelknooppunten_vrij_wgs84.6646,18,Zuid-Holland,Zuid-Holland,181663,2019-11-21T10:40:09,knooppunt,POINT (4.102810935000036 51.91550700700003)
wandelknooppunten_vrij_wgs84.6647,88,Zuid-Holland,Zuid-Holland,181662,2019-11-21T10:40:09,knooppunt,POINT (4.107784934000051 51.93488800700004)
wandelknooppunten_vrij_wgs84.6648,52,Zuid-Holland,Zuid-Holland,181661,2019-11-21T10:40:09,knooppunt,POINT (4.06371393400002 51.91793200700005)
wandelknooppunten_vrij_wgs84.6649,58,Zuid-Holland,Zuid-Holland,181660,2019-11-21T10:40:09,knooppunt,POINT (4.041525936000028 51.92599600700004)
wandelknooppunten_vrij_wgs84.6650,62,Zuid-Holland,Zuid-Holland,181659,2019-11-21T10:40:09,knooppunt,POINT (4.071827935000044 51.907719007000026)
wandelknooppunten_vrij_wgs84.6651,63,Zuid-Holland,Zuid-Holland,181658,2019-11-21T10:40:09,knooppunt,POINT (4.282728933000044 51.80561800700008)
wandelknooppunten_vrij_wgs84.6652,83,Zuid-Holland,Zuid-Holland,181657,2019-11-21T10:40:09,knooppunt,POINT (4.07327493400004 51.85098000700003)
wandelknooppunten_vrij_wgs84.6653,28,Zuid-Holland,Zuid-Holland,181656,2019-11-21T10:40:09,knooppunt,POINT (4.112807934000045 51.86721600700008)
wandelknooppunten_vrij_wgs84.6654,44,Zuid-Holland,Zuid-Holland,181655,2019-11-21T10:40:09,knooppunt,POINT (4.149627935000069 51.88069300800004)
wandelknooppunten_vrij_wgs84.6655,80,Zuid-Holland,Zuid-Holland,181654,2019-11-21T10:40:09,knooppunt,POINT (4.2080849340000555 51.90115800700005)
wandelknooppunten_vrij_wgs84.6656,48,Zuid-Holland,Zuid-Holland,181653,2019-11-21T10:40:09,knooppunt,POINT (4.13442393400004 51.88420500800004)
wandelknooppunten_vrij_wgs84.6657,49,Zuid-Holland,Zuid-Holland,181652,2019-11-21T10:40:09,knooppunt,POINT (4.134818934000066 51.88683700800004)
wandelknooppunten_vrij_wgs84.6658,73,Zuid-Holland,Zuid-Holland,181651,2019-11-21T10:40:09,knooppunt,POINT (4.0863279350000425 51.901272007000046)
wandelknooppunten_vrij_wgs84.6659,38,Zuid-Holland,Zuid-Holland,181650,2019-11-21T10:40:09,knooppunt,POINT (4.086474935000069 51.88452200800003)
wandelknooppunten_vrij_wgs84.6660,32,Zuid-Holland,Zuid-Holland,181649,2019-11-21T10:40:09,knooppunt,POINT (4.05648293400003 51.88749800700003)
wandelknooppunten_vrij_wgs84.6661,89,Zuid-Holland,Zuid-Holland,181648,2019-11-21T10:40:09,knooppunt,POINT (4.091070936000051 51.959869007000066)
wandelknooppunten_vrij_wgs84.6662,78,Zuid-Holland,Zuid-Holland,181647,2019-11-21T10:40:09,knooppunt,POINT (4.084308934000035 51.92496600700008)
wandelknooppunten_vrij_wgs84.6663,12,Zuid-Holland,Zuid-Holland,181646,2019-11-21T10:40:09,knooppunt,POINT (4.062642934000053 51.91548800700008)
wandelknooppunten_vrij_wgs84.6664,64,Zuid-Holland,Zuid-Holland,181645,2019-11-21T10:40:09,knooppunt,POINT (4.066345934000026 51.90142300700006)
wandelknooppunten_vrij_wgs84.6665,61,Zuid-Holland,Zuid-Holland,181644,2019-11-21T10:40:09,knooppunt,POINT (4.069744934000028 51.90187500800005)
wandelknooppunten_vrij_wgs84.6666,88,Zuid-Holland,Zuid-Holland,181643,2019-11-21T10:40:09,knooppunt,POINT (4.087855934000061 51.858014007000065)
wandelknooppunten_vrij_wgs84.6667,54,Zuid-Holland,Zuid-Holland,181642,2019-11-21T10:40:09,knooppunt,POINT (4.172895934000053 51.904132007000044)
wandelknooppunten_vrij_wgs84.6668,68,Zuid-Holland,Zuid-Holland,181641,2019-11-21T10:40:09,knooppunt,POINT (4.234954935000076 51.903272007000055)
wandelknooppunten_vrij_wgs84.6669,65,Zuid-Holland,Zuid-Holland,181640,2019-11-21T10:40:09,knooppunt,POINT (4.245821935000038 51.89970200800008)
wandelknooppunten_vrij_wgs84.6670,51,Zuid-Holland,Zuid-Holland,181586,2019-11-21T10:40:09,knooppunt,POINT (4.289004934000047 51.82181700700005)
wandelknooppunten_vrij_wgs84.6671,42,Zuid-Holland,Zuid-Holland,181585,2019-11-21T10:40:09,knooppunt,POINT (4.244848932000025 51.79757600700003)
wandelknooppunten_vrij_wgs84.6672,45,Zuid-Holland,Zuid-Holland,181584,2019-11-21T10:40:09,knooppunt,POINT (4.240291934000027 51.791191007000066)
wandelknooppunten_vrij_wgs84.6673,75,Zuid-Holland,Zuid-Holland,181583,2019-11-21T10:40:09,knooppunt,POINT (4.242070932000047 51.85692700700008)
wandelknooppunten_vrij_wgs84.6674,32,Zuid-Holland,Zuid-Holland,181582,2019-11-21T10:40:09,knooppunt,POINT (4.22509593500007 51.880704008000066)
wandelknooppunten_vrij_wgs84.6675,19,Zuid-Holland,Zuid-Holland,181581,2019-11-21T10:40:09,knooppunt,POINT (4.132904935000056 51.822941007000054)
wandelknooppunten_vrij_wgs84.6676,18,Zuid-Holland,Zuid-Holland,181580,2019-11-21T10:40:09,knooppunt,POINT (4.13178193400006 51.82289800800004)
wandelknooppunten_vrij_wgs84.6677,17,Zuid-Holland,Zuid-Holland,181579,2019-11-21T10:40:09,knooppunt,POINT (4.094830935000061 51.83088300800006)
wandelknooppunten_vrij_wgs84.6678,85,Zuid-Holland,Zuid-Holland,181578,2019-11-21T10:40:09,knooppunt,POINT (4.080007935000026 51.84795500700005)
wandelknooppunten_vrij_wgs84.6679,49,Zuid-Holland,Zuid-Holland,181577,2019-11-21T10:40:09,knooppunt,POINT (4.385402933000023 51.826723008000045)
wandelknooppunten_vrij_wgs84.6680,17,Zuid-Holland,Zuid-Holland,181576,2019-11-21T10:40:09,knooppunt,POINT (4.358406932000037 51.84340000700007)
wandelknooppunten_vrij_wgs84.6681,93,Zuid-Holland,Zuid-Holland,181575,2019-11-21T10:40:09,knooppunt,POINT (4.351508933000048 51.82985900800003)
wandelknooppunten_vrij_wgs84.6682,55,Zuid-Holland,Zuid-Holland,181574,2019-11-21T10:40:09,knooppunt,POINT (4.308660933000056 51.83117600700007)
wandelknooppunten_vrij_wgs84.6683,65,Zuid-Holland,Zuid-Holland,181573,2019-11-21T10:40:09,knooppunt,POINT (4.260497933000067 51.82643800800008)
wandelknooppunten_vrij_wgs84.6684,66,Zuid-Holland,Zuid-Holland,181572,2019-11-21T10:40:09,knooppunt,POINT (4.25910093300007 51.822318007000035)
wandelknooppunten_vrij_wgs84.6685,43,Zuid-Holland,Zuid-Holland,181571,2019-11-21T10:40:09,knooppunt,POINT (4.254059933000065 51.805927008000026)
wandelknooppunten_vrij_wgs84.6686,46,Zuid-Holland,Zuid-Holland,181570,2019-11-21T10:40:09,knooppunt,POINT (4.194061934000047 51.80789000800007)
wandelknooppunten_vrij_wgs84.6687,72,Zuid-Holland,Zuid-Holland,181569,2019-11-21T10:40:09,knooppunt,POINT (4.218015933000061 51.82651500700007)
wandelknooppunten_vrij_wgs84.6688,98,Zuid-Holland,Zuid-Holland,181568,2019-11-21T10:40:09,knooppunt,POINT (4.1885559320000425 51.831218007000075)
wandelknooppunten_vrij_wgs84.6689,73,Zuid-Holland,Zuid-Holland,181567,2019-11-21T10:40:09,knooppunt,POINT (4.2007169350000595 51.84379800700003)
wandelknooppunten_vrij_wgs84.6690,25,Zuid-Holland,Zuid-Holland,181566,2019-11-21T10:40:09,knooppunt,POINT (4.1889359350000746 51.86183600800007)
wandelknooppunten_vrij_wgs84.6691,39,Zuid-Holland,Zuid-Holland,181565,2019-11-21T10:40:09,knooppunt,POINT (4.202239934000033 51.86970900800003)
wandelknooppunten_vrij_wgs84.6692,23,Zuid-Holland,Zuid-Holland,181564,2019-11-21T10:40:09,knooppunt,POINT (4.159020935000058 51.85809900700008)
wandelknooppunten_vrij_wgs84.6693,16,Zuid-Holland,Zuid-Holland,181563,2019-11-21T10:40:09,knooppunt,POINT (4.130920934000073 51.82863100700007)
wandelknooppunten_vrij_wgs84.6694,97,Zuid-Holland,Zuid-Holland,181562,2019-11-21T10:40:09,knooppunt,POINT (4.083529934000069 51.842629008000074)
wandelknooppunten_vrij_wgs84.6695,39,Zuid-Holland,Zuid-Holland,181561,2019-11-21T10:40:09,knooppunt,POINT (4.350915933000067 51.82525400800006)
wandelknooppunten_vrij_wgs84.6696,41,Zuid-Holland,Zuid-Holland,181560,2019-11-21T10:40:09,knooppunt,POINT (4.394237932000067 51.831236008000076)
wandelknooppunten_vrij_wgs84.6697,43,Zuid-Holland,Zuid-Holland,181559,2019-11-21T10:40:09,knooppunt,POINT (4.39332093400003 51.83818900700004)
wandelknooppunten_vrij_wgs84.6698,44,Zuid-Holland,Zuid-Holland,181558,2019-11-21T10:40:09,knooppunt,POINT (4.399246933000029 51.840348008000035)
wandelknooppunten_vrij_wgs84.6699,46,Zuid-Holland,Zuid-Holland,181557,2019-11-21T10:40:09,knooppunt,POINT (4.378440933000036 51.83856800700005)
wandelknooppunten_vrij_wgs84.6700,19,Zuid-Holland,Zuid-Holland,181556,2019-11-21T10:40:09,knooppunt,POINT (4.319456932000037 51.83119100700003)
wandelknooppunten_vrij_wgs84.6701,27,Zuid-Holland,Zuid-Holland,181555,2019-11-21T10:40:09,knooppunt,POINT (4.314630933000046 51.83943900700007)
wandelknooppunten_vrij_wgs84.6702,12,Zuid-Holland,Zuid-Holland,181554,2019-11-21T10:40:09,knooppunt,POINT (4.304323932000045 51.85244600800007)
wandelknooppunten_vrij_wgs84.6703,67,Zuid-Holland,Zuid-Holland,181553,2019-11-21T10:40:09,knooppunt,POINT (4.289632933000064 51.82266500700007)
wandelknooppunten_vrij_wgs84.6704,82,Zuid-Holland,Zuid-Holland,181552,2019-11-21T10:40:09,knooppunt,POINT (4.265369934000034 51.83762200800004)
wandelknooppunten_vrij_wgs84.6705,44,Zuid-Holland,Zuid-Holland,181551,2019-11-21T10:40:09,knooppunt,POINT (4.266077934000066 51.81954400700005)
wandelknooppunten_vrij_wgs84.6706,49,Zuid-Holland,Zuid-Holland,181550,2019-11-21T10:40:09,knooppunt,POINT (4.211774932000026 51.822321008000074)
wandelknooppunten_vrij_wgs84.6707,74,Zuid-Holland,Zuid-Holland,181549,2019-11-21T10:40:09,knooppunt,POINT (4.244187933000035 51.85258500700007)
wandelknooppunten_vrij_wgs84.6708,86,Zuid-Holland,Zuid-Holland,181548,2019-11-21T10:40:09,knooppunt,POINT (4.248028934000047 51.852656008000054)
wandelknooppunten_vrij_wgs84.6709,36,Zuid-Holland,Zuid-Holland,181547,2019-11-21T10:40:09,knooppunt,POINT (4.231571935000034 51.87039200700008)
wandelknooppunten_vrij_wgs84.6710,34,Zuid-Holland,Zuid-Holland,181546,2019-11-21T10:40:09,knooppunt,POINT (4.222574934000022 51.87456800800004)
wandelknooppunten_vrij_wgs84.6711,31,Zuid-Holland,Zuid-Holland,181545,2019-11-21T10:40:09,knooppunt,POINT (4.223252934000072 51.881463007000036)
wandelknooppunten_vrij_wgs84.6712,22,Zuid-Holland,Zuid-Holland,181544,2019-11-21T10:40:09,knooppunt,POINT (4.160719934000042 51.85656300800008)
wandelknooppunten_vrij_wgs84.6713,21,Zuid-Holland,Zuid-Holland,181543,2019-11-21T10:40:09,knooppunt,POINT (4.143075934000024 51.854709007000054)
wandelknooppunten_vrij_wgs84.6714,13,Zuid-Holland,Zuid-Holland,181542,2019-11-21T10:40:09,knooppunt,POINT (4.1261589340000455 51.82691500800007)
wandelknooppunten_vrij_wgs84.6715,84,Zuid-Holland,Zuid-Holland,181541,2019-11-21T10:40:09,knooppunt,POINT (4.083783934000053 51.84809400800003)
wandelknooppunten_vrij_wgs84.6716,32,Zuid-Holland,Zuid-Holland,181540,2019-11-21T10:40:09,knooppunt,POINT (4.3292999330000725 51.82312600700004)
wandelknooppunten_vrij_wgs84.6717,31,Zuid-Holland,Zuid-Holland,181539,2019-11-21T10:40:09,knooppunt,POINT (4.3226059320000445 51.82353400800008)
wandelknooppunten_vrij_wgs84.6718,98,Zuid-Holland,Zuid-Holland,181538,2019-11-21T10:40:09,knooppunt,POINT (4.3430049330000315 51.86041800800007)
wandelknooppunten_vrij_wgs84.6719,23,Zuid-Holland,Zuid-Holland,181537,2019-11-21T10:40:09,knooppunt,POINT (4.2954169330000695 51.847350007000045)
wandelknooppunten_vrij_wgs84.6720,52,Zuid-Holland,Zuid-Holland,181536,2019-11-21T10:40:09,knooppunt,POINT (4.289081932000045 51.82060400800003)
wandelknooppunten_vrij_wgs84.6721,77,Zuid-Holland,Zuid-Holland,181535,2019-11-21T10:40:09,knooppunt,POINT (4.220598933000076 51.827706007000074)
wandelknooppunten_vrij_wgs84.6722,24,Zuid-Holland,Zuid-Holland,181534,2019-11-21T10:40:09,knooppunt,POINT (4.161668935000023 51.86709200700005)
wandelknooppunten_vrij_wgs84.6723,99,Zuid-Holland,Zuid-Holland,181533,2019-11-21T10:40:09,knooppunt,POINT (4.073929934000034 51.84284200800005)
wandelknooppunten_vrij_wgs84.6724,36,Zuid-Holland,Zuid-Holland,181532,2019-11-21T10:40:09,knooppunt,POINT (4.353868933000058 51.82098800800003)
wandelknooppunten_vrij_wgs84.6725,42,Zuid-Holland,Zuid-Holland,181531,2019-11-21T10:40:09,knooppunt,POINT (4.393825933000073 51.83093200800005)
wandelknooppunten_vrij_wgs84.6726,40,Zuid-Holland,Zuid-Holland,181530,2019-11-21T10:40:09,knooppunt,POINT (4.399489933000041 51.83862300700008)
wandelknooppunten_vrij_wgs84.6727,18,Zuid-Holland,Zuid-Holland,181529,2019-11-21T10:40:09,knooppunt,POINT (4.318985933000022 51.833410007000055)
wandelknooppunten_vrij_wgs84.6728,57,Zuid-Holland,Zuid-Holland,181528,2019-11-21T10:40:09,knooppunt,POINT (4.308633933000067 51.83855000700004)
wandelknooppunten_vrij_wgs84.6729,29,Zuid-Holland,Zuid-Holland,181527,2019-11-21T10:40:09,knooppunt,POINT (4.314083933000063 51.84198600700006)
wandelknooppunten_vrij_wgs84.6730,25,Zuid-Holland,Zuid-Holland,181526,2019-11-21T10:40:09,knooppunt,POINT (4.306927933000054 51.84341100800003)
wandelknooppunten_vrij_wgs84.6731,13,Zuid-Holland,Zuid-Holland,181525,2019-11-21T10:40:09,knooppunt,POINT (4.3117229330000555 51.860844007000026)
wandelknooppunten_vrij_wgs84.6732,76,Zuid-Holland,Zuid-Holland,181524,2019-11-21T10:40:09,knooppunt,POINT (4.20238693400006 51.85168400800006)
wandelknooppunten_vrij_wgs84.6733,85,Zuid-Holland,Zuid-Holland,181523,2019-11-21T10:40:09,knooppunt,POINT (4.262072934000059 51.847418008000034)
wandelknooppunten_vrij_wgs84.6734,38,Zuid-Holland,Zuid-Holland,181522,2019-11-21T10:40:09,knooppunt,POINT (4.244908932000044 51.86348200700007)
wandelknooppunten_vrij_wgs84.6735,41,Zuid-Holland,Zuid-Holland,181521,2019-11-21T10:40:09,knooppunt,POINT (4.180677934000073 51.88013000800004)
wandelknooppunten_vrij_wgs84.6736,43,Zuid-Holland,Zuid-Holland,181520,2019-11-21T10:40:09,knooppunt,POINT (4.1606609340000205 51.879493007000065)
wandelknooppunten_vrij_wgs84.6737,15,Zuid-Holland,Zuid-Holland,181519,2019-11-21T10:40:09,knooppunt,POINT (4.130716935000066 51.82866600700004)
wandelknooppunten_vrij_wgs84.6738,27,Zuid-Holland,Zuid-Holland,181518,2019-11-21T10:40:09,knooppunt,POINT (4.12487393400005 51.84109400700004)
wandelknooppunten_vrij_wgs84.6739,86,Zuid-Holland,Zuid-Holland,181517,2019-11-21T10:40:09,knooppunt,POINT (4.084005934000061 51.840966008000066)
wandelknooppunten_vrij_wgs84.6740,37,Zuid-Holland,Zuid-Holland,181516,2019-11-21T10:40:09,knooppunt,POINT (4.3494709330000205 51.82640900800004)
wandelknooppunten_vrij_wgs84.6741,59,Zuid-Holland,Zuid-Holland,181515,2019-11-21T10:40:09,knooppunt,POINT (4.315181933000076 51.83003800700004)
wandelknooppunten_vrij_wgs84.6742,24,Zuid-Holland,Zuid-Holland,181514,2019-11-21T10:40:09,knooppunt,POINT (4.306348933000038 51.84358000800006)
wandelknooppunten_vrij_wgs84.6743,81,Zuid-Holland,Zuid-Holland,181513,2019-11-21T10:40:09,knooppunt,POINT (4.285114933000045 51.835293008000065)
wandelknooppunten_vrij_wgs84.6744,68,Zuid-Holland,Zuid-Holland,181512,2019-11-21T10:40:09,knooppunt,POINT (4.265486933000034 51.82792300800003)
wandelknooppunten_vrij_wgs84.6745,71,Zuid-Holland,Zuid-Holland,181511,2019-11-21T10:40:09,knooppunt,POINT (4.188013933000036 51.83133200700007)
wandelknooppunten_vrij_wgs84.6746,37,Zuid-Holland,Zuid-Holland,181510,2019-11-21T10:40:09,knooppunt,POINT (4.246933932000047 51.86465700700006)
wandelknooppunten_vrij_wgs84.6747,35,Zuid-Holland,Zuid-Holland,181509,2019-11-21T10:40:09,knooppunt,POINT (4.20234593400005 51.87340400700003)
wandelknooppunten_vrij_wgs84.6748,78,Zuid-Holland,Zuid-Holland,181508,2019-11-21T10:40:09,knooppunt,POINT (4.156038935000026 51.822955008000065)
wandelknooppunten_vrij_wgs84.6749,38,Zuid-Holland,Zuid-Holland,181507,2019-11-21T10:40:09,knooppunt,POINT (4.345466932000022 51.82638200700006)
wandelknooppunten_vrij_wgs84.6750,91,Zuid-Holland,Zuid-Holland,181506,2019-11-21T10:40:09,knooppunt,POINT (4.367746933000035 51.818892008000034)
wandelknooppunten_vrij_wgs84.6751,48,Zuid-Holland,Zuid-Holland,181505,2019-11-21T10:40:09,knooppunt,POINT (4.383249933000059 51.82891900700008)
wandelknooppunten_vrij_wgs84.6752,47,Zuid-Holland,Zuid-Holland,181504,2019-11-21T10:40:09,knooppunt,POINT (4.383642933000033 51.83545400700007)
wandelknooppunten_vrij_wgs84.6753,95,Zuid-Holland,Zuid-Holland,181503,2019-11-21T10:40:09,knooppunt,POINT (4.3692679340000495 51.840457007000055)
wandelknooppunten_vrij_wgs84.6754,94,Zuid-Holland,Zuid-Holland,181502,2019-11-21T10:40:09,knooppunt,POINT (4.364930933000039 51.84029600700006)
wandelknooppunten_vrij_wgs84.6755,58,Zuid-Holland,Zuid-Holland,181501,2019-11-21T10:40:09,knooppunt,POINT (4.3120839330000535 51.832059007000055)
wandelknooppunten_vrij_wgs84.6756,54,Zuid-Holland,Zuid-Holland,181500,2019-11-21T10:40:09,knooppunt,POINT (4.306648933000076 51.83539900800008)
wandelknooppunten_vrij_wgs84.6757,15,Zuid-Holland,Zuid-Holland,181499,2019-11-21T10:40:09,knooppunt,POINT (4.325271933000067 51.84978800700003)
wandelknooppunten_vrij_wgs84.6758,11,Zuid-Holland,Zuid-Holland,181498,2019-11-21T10:40:09,knooppunt,POINT (4.337703932000068 51.85808000700007)
wandelknooppunten_vrij_wgs84.6759,83,Zuid-Holland,Zuid-Holland,181497,2019-11-21T10:40:09,knooppunt,POINT (4.268428933000052 51.83952100700003)
wandelknooppunten_vrij_wgs84.6760,41,Zuid-Holland,Zuid-Holland,181496,2019-11-21T10:40:09,knooppunt,POINT (4.231778933000044 51.79940400700008)
wandelknooppunten_vrij_wgs84.6761,69,Zuid-Holland,Zuid-Holland,181495,2019-11-21T10:40:09,knooppunt,POINT (4.257183933000022 51.83743900700006)
wandelknooppunten_vrij_wgs84.6762,84,Zuid-Holland,Zuid-Holland,181494,2019-11-21T10:40:09,knooppunt,POINT (4.270763934000058 51.84869000700007)
wandelknooppunten_vrij_wgs84.6763,33,Zuid-Holland,Zuid-Holland,181493,2019-11-21T10:40:09,knooppunt,POINT (4.220537934000049 51.87916000700005)
wandelknooppunten_vrij_wgs84.6764,42,Zuid-Holland,Zuid-Holland,181492,2019-11-21T10:40:09,knooppunt,POINT (4.167144934000021 51.888071008000054)
wandelknooppunten_vrij_wgs84.6765,26,Zuid-Holland,Zuid-Holland,181491,2019-11-21T10:40:09,knooppunt,POINT (4.13307293400004 51.85307600800007)
wandelknooppunten_vrij_wgs84.6766,29,Zuid-Holland,Zuid-Holland,181490,2019-11-21T10:40:09,knooppunt,POINT (4.171386934000054 51.82924500800004)
wandelknooppunten_vrij_wgs84.6767,11,Zuid-Holland,Zuid-Holland,181489,2019-11-21T10:40:09,knooppunt,POINT (4.128861934000042 51.82292000800004)
wandelknooppunten_vrij_wgs84.6768,12,Zuid-Holland,Zuid-Holland,181488,2019-11-21T10:40:09,knooppunt,POINT (4.1280159350000645 51.82133200800007)
