FID,knooppuntnummer,regio,provincie,puntid,last_edited_date,soort_knooppunt,wkb_geometry
wandelknooppunten_vrij_wgs84.13581,17,Noord-Brabant,Noord-Brabant,213325,2020-01-27T12:15:39,knooppunt,POINT (5.492000959000052 51.34791803100006)
wandelknooppunten_vrij_wgs84.13582,97,Noord-Brabant,Noord-Brabant,213324,2020-01-27T12:15:39,knooppunt,POINT (5.447768992000022 51.303061995000064)
wandelknooppunten_vrij_wgs84.13583,83,Noord-Brabant,Noord-Brabant,213323,2020-01-27T12:15:39,knooppunt,POINT (5.249143037000067 51.45490798000003)
wandelknooppunten_vrij_wgs84.13584,71,Noord-Brabant,Noord-Brabant,213322,2020-01-27T12:15:39,knooppunt,POINT (5.485102975000075 51.30438702400005)
wandelknooppunten_vrij_wgs84.13585,23,Noord-Brabant,Noord-Brabant,213321,2020-01-27T12:15:39,knooppunt,POINT (5.267979002000061 51.54328698900008)
wandelknooppunten_vrij_wgs84.13586,21,Noord-Brabant,Noord-Brabant,213320,2020-01-27T12:15:39,knooppunt,POINT (5.294489006000049 51.530657992000044)
wandelknooppunten_vrij_wgs84.13587,24,Noord-Brabant,Noord-Brabant,213319,2020-01-27T12:15:39,knooppunt,POINT (5.273170996000033 51.55289202800003)
wandelknooppunten_vrij_wgs84.13588,59,Noord-Brabant,Noord-Brabant,213318,2020-01-27T12:15:39,knooppunt,POINT (5.443893031000073 51.305523992000076)
wandelknooppunten_vrij_wgs84.13589,91,Noord-Brabant,Noord-Brabant,213316,2020-01-27T12:15:39,knooppunt,POINT (5.45208899000005 51.31281199300008)
wandelknooppunten_vrij_wgs84.13590,79,Noord-Brabant,Noord-Brabant,213315,2020-01-27T12:15:39,knooppunt,POINT (5.465067040000065 51.31670701100006)
wandelknooppunten_vrij_wgs84.13591,77,Noord-Brabant,Noord-Brabant,213314,2020-01-27T12:15:39,knooppunt,POINT (5.4696820460000595 51.31725201800003)
wandelknooppunten_vrij_wgs84.13592,48,Noord-Brabant,Noord-Brabant,213313,2020-01-27T12:15:39,knooppunt,POINT (5.46906795700005 51.32629199400003)
wandelknooppunten_vrij_wgs84.13593,19,Noord-Brabant,Noord-Brabant,213312,2020-01-27T12:15:39,knooppunt,POINT (5.466575042000045 51.36147802200003)
wandelknooppunten_vrij_wgs84.13594,47,Noord-Brabant,Noord-Brabant,213311,2020-01-27T12:15:39,knooppunt,POINT (5.473870979000026 51.32898501500006)
wandelknooppunten_vrij_wgs84.13595,49,Noord-Brabant,Noord-Brabant,213310,2020-01-27T12:15:39,knooppunt,POINT (5.484853962000045 51.31738300500007)
wandelknooppunten_vrij_wgs84.13596,22,Noord-Brabant,Noord-Brabant,213309,2020-01-27T12:15:39,knooppunt,POINT (5.432647021000037 51.28013198000008)
wandelknooppunten_vrij_wgs84.13597,24,Noord-Brabant,Noord-Brabant,213308,2020-01-27T12:15:39,knooppunt,POINT (5.437979960000064 51.288501008000026)
wandelknooppunten_vrij_wgs84.13598,25,Noord-Brabant,Noord-Brabant,213307,2020-01-27T12:15:39,knooppunt,POINT (5.438302994000026 51.29138000300003)
wandelknooppunten_vrij_wgs84.13599,08,Noord-Brabant,Noord-Brabant,213306,2020-01-27T12:15:39,knooppunt,POINT (5.482930040000042 51.34358798400007)
wandelknooppunten_vrij_wgs84.13600,03,Noord-Brabant,Noord-Brabant,213305,2020-01-27T12:15:39,knooppunt,POINT (5.477554970000028 51.33825602600007)
wandelknooppunten_vrij_wgs84.13601,06,Noord-Brabant,Noord-Brabant,213304,2020-01-27T12:15:39,knooppunt,POINT (5.470186000000069 51.346779982000044)
wandelknooppunten_vrij_wgs84.13602,02,Noord-Brabant,Noord-Brabant,213303,2020-01-27T12:15:39,knooppunt,POINT (5.468123020000064 51.33631199900003)
wandelknooppunten_vrij_wgs84.13603,37,Noord-Brabant,Noord-Brabant,213302,2020-01-27T12:15:39,knooppunt,POINT (5.446904992000043 51.338092999000025)
wandelknooppunten_vrij_wgs84.13604,63,Noord-Brabant,Noord-Brabant,213301,2020-01-27T12:15:39,knooppunt,POINT (5.443637010000032 51.33408502200007)
wandelknooppunten_vrij_wgs84.13605,67,Noord-Brabant,Noord-Brabant,213300,2020-01-27T12:15:39,knooppunt,POINT (5.443204022000032 51.321091023000065)
wandelknooppunten_vrij_wgs84.13606,64,Noord-Brabant,Noord-Brabant,213299,2020-01-27T12:15:39,knooppunt,POINT (5.455707044000064 51.32876997800008)
wandelknooppunten_vrij_wgs84.13607,54,Noord-Brabant,Noord-Brabant,213298,2020-01-27T12:15:39,knooppunt,POINT (5.45178904200003 51.50143401200006)
wandelknooppunten_vrij_wgs84.13608,38,Noord-Brabant,Noord-Brabant,213297,2020-01-27T12:15:39,knooppunt,POINT (5.4818119970000225 51.51990400700004)
wandelknooppunten_vrij_wgs84.13609,66,Noord-Brabant,Noord-Brabant,213296,2020-01-27T12:15:39,knooppunt,POINT (5.492049019000035 51.49466202700006)
wandelknooppunten_vrij_wgs84.13610,71,Noord-Brabant,Noord-Brabant,213295,2020-01-27T12:15:39,knooppunt,POINT (5.474698957000044 51.52919001300006)
wandelknooppunten_vrij_wgs84.13611,88,Noord-Brabant,Noord-Brabant,213294,2020-01-27T12:15:39,knooppunt,POINT (5.40859804400003 51.297895012000026)
wandelknooppunten_vrij_wgs84.13612,65,Noord-Brabant,Noord-Brabant,213293,2020-01-27T12:15:39,knooppunt,POINT (5.4564389920000735 51.32594699200007)
wandelknooppunten_vrij_wgs84.13613,94,Noord-Brabant,Noord-Brabant,213292,2020-01-27T12:15:39,knooppunt,POINT (5.443333020000068 51.29584501900007)
wandelknooppunten_vrij_wgs84.13614,92,Noord-Brabant,Noord-Brabant,213291,2020-01-27T12:15:39,knooppunt,POINT (5.428401045000044 51.29821202900007)
wandelknooppunten_vrij_wgs84.13615,72,Noord-Brabant,Noord-Brabant,213290,2020-01-27T12:15:39,knooppunt,POINT (5.482744987000046 51.52355298500004)
wandelknooppunten_vrij_wgs84.13616,93,Noord-Brabant,Noord-Brabant,213289,2020-01-27T12:15:39,knooppunt,POINT (5.440228982000065 51.29433499000004)
wandelknooppunten_vrij_wgs84.13617,98,Noord-Brabant,Noord-Brabant,213288,2020-01-27T12:15:39,knooppunt,POINT (5.447139003000075 51.303393017000076)
wandelknooppunten_vrij_wgs84.13618,96,Noord-Brabant,Noord-Brabant,213287,2020-01-27T12:15:39,knooppunt,POINT (5.455014982000023 51.303790982000066)
wandelknooppunten_vrij_wgs84.13619,90,Noord-Brabant,Noord-Brabant,213286,2020-01-27T12:15:39,knooppunt,POINT (5.445333031000075 51.31666299200003)
wandelknooppunten_vrij_wgs84.13620,60,Noord-Brabant,Noord-Brabant,212984,2020-01-27T12:15:39,knooppunt,POINT (5.707359022000048 51.58401501600008)
wandelknooppunten_vrij_wgs84.13621,06,Noord-Brabant,Noord-Brabant,212983,2020-01-27T12:15:39,knooppunt,POINT (5.708884991000048 51.57278298800003)
wandelknooppunten_vrij_wgs84.13622,61,Noord-Brabant,Noord-Brabant,212982,2020-01-27T12:15:39,knooppunt,POINT (5.724754988000029 51.58001802700005)
wandelknooppunten_vrij_wgs84.13623,07,Noord-Brabant,Noord-Brabant,212981,2020-01-27T12:15:39,knooppunt,POINT (5.713590995000061 51.57862800800007)
wandelknooppunten_vrij_wgs84.13624,62,Noord-Brabant,Noord-Brabant,212980,2020-01-27T12:15:39,knooppunt,POINT (5.728090972000075 51.58034799700005)
wandelknooppunten_vrij_wgs84.13625,57,Noord-Brabant,Noord-Brabant,212978,2020-01-27T12:15:39,knooppunt,POINT (5.705481993000035 51.56836399700006)
wandelknooppunten_vrij_wgs84.13626,50,Noord-Brabant,Noord-Brabant,212977,2020-01-27T12:15:39,knooppunt,POINT (5.665991963000067 51.578483031000076)
wandelknooppunten_vrij_wgs84.13627,10,Noord-Brabant,Noord-Brabant,212975,2020-01-27T12:15:39,knooppunt,POINT (5.666620963000071 51.512687018000065)
wandelknooppunten_vrij_wgs84.13628,13,Noord-Brabant,Noord-Brabant,212974,2020-01-27T12:15:39,knooppunt,POINT (5.685925040000029 51.51211901100004)
wandelknooppunten_vrij_wgs84.13629,01,Noord-Brabant,Noord-Brabant,212973,2020-01-27T12:15:39,knooppunt,POINT (5.614884022000069 51.52726203100008)
wandelknooppunten_vrij_wgs84.13630,78,Noord-Brabant,Noord-Brabant,212972,2020-01-27T12:15:39,knooppunt,POINT (5.671237046000044 51.53417999000004)
wandelknooppunten_vrij_wgs84.13631,22,Noord-Brabant,Noord-Brabant,212971,2020-01-27T12:15:39,knooppunt,POINT (5.589827043000071 51.51394197600007)
wandelknooppunten_vrij_wgs84.13632,30,Noord-Brabant,Noord-Brabant,212970,2020-01-27T12:15:39,knooppunt,POINT (5.625018994000072 51.49838500100003)
wandelknooppunten_vrij_wgs84.13633,79,Noord-Brabant,Noord-Brabant,212969,2020-01-27T12:15:39,knooppunt,POINT (5.670134004000033 51.53284802700006)
wandelknooppunten_vrij_wgs84.13634,81,Noord-Brabant,Noord-Brabant,212968,2020-01-27T12:15:39,knooppunt,POINT (5.559314957000026 51.52790099300006)
wandelknooppunten_vrij_wgs84.13635,26,Noord-Brabant,Noord-Brabant,212966,2020-01-27T12:15:39,knooppunt,POINT (5.709947967000062 51.50931498600005)
wandelknooppunten_vrij_wgs84.13636,27,Noord-Brabant,Noord-Brabant,212965,2020-01-27T12:15:39,knooppunt,POINT (5.697885029000076 51.50905097900005)
wandelknooppunten_vrij_wgs84.13637,52,Noord-Brabant,Noord-Brabant,213940,2020-01-27T12:15:39,knooppunt,POINT (5.081518035000045 51.73441999800008)
wandelknooppunten_vrij_wgs84.13638,51,Noord-Brabant,Noord-Brabant,213939,2020-01-27T12:15:39,knooppunt,POINT (5.08431799300007 51.72885198200004)
wandelknooppunten_vrij_wgs84.13639,60,Noord-Brabant,Noord-Brabant,213938,2020-01-27T12:15:39,knooppunt,POINT (4.367562019000047 51.45665598900007)
wandelknooppunten_vrij_wgs84.13640,42,Noord-Brabant,Noord-Brabant,213937,2020-01-27T12:15:39,knooppunt,POINT (4.350035978000051 51.55570599200007)
wandelknooppunten_vrij_wgs84.13641,47,Noord-Brabant,Noord-Brabant,213936,2020-01-27T12:15:39,knooppunt,POINT (4.335294984000029 51.55031898100003)
wandelknooppunten_vrij_wgs84.13642,61,Noord-Brabant,Noord-Brabant,213935,2020-01-27T12:15:39,knooppunt,POINT (4.3685860080000225 51.46748802900004)
wandelknooppunten_vrij_wgs84.13643,61,Noord-Brabant,Noord-Brabant,213934,2020-01-27T12:15:39,knooppunt,POINT (4.319271015000027 51.54250599900007)
wandelknooppunten_vrij_wgs84.13644,44,Noord-Brabant,Noord-Brabant,213933,2020-01-27T12:15:39,knooppunt,POINT (4.341485005000038 51.536700980000035)
wandelknooppunten_vrij_wgs84.13645,40,Noord-Brabant,Noord-Brabant,213932,2020-01-27T12:15:39,knooppunt,POINT (4.357250976000046 51.53778502400007)
wandelknooppunten_vrij_wgs84.13646,45,Noord-Brabant,Noord-Brabant,213931,2020-01-27T12:15:39,knooppunt,POINT (4.332451996000032 51.53426498300007)
wandelknooppunten_vrij_wgs84.13647,46,Noord-Brabant,Noord-Brabant,213930,2020-01-27T12:15:39,knooppunt,POINT (4.340782972000056 51.53456902200003)
wandelknooppunten_vrij_wgs84.13648,73,Noord-Brabant,Noord-Brabant,213929,2020-01-27T12:15:39,knooppunt,POINT (4.35625896800002 51.51912602500005)
wandelknooppunten_vrij_wgs84.13649,72,Noord-Brabant,Noord-Brabant,213928,2020-01-27T12:15:39,knooppunt,POINT (4.361892033000061 51.51880902600004)
wandelknooppunten_vrij_wgs84.13650,43,Noord-Brabant,Noord-Brabant,213927,2020-01-27T12:15:39,knooppunt,POINT (4.342874967000057 51.53999103000007)
wandelknooppunten_vrij_wgs84.13651,41,Noord-Brabant,Noord-Brabant,213926,2020-01-27T12:15:39,knooppunt,POINT (4.362090021000029 51.541201992000026)
wandelknooppunten_vrij_wgs84.13652,60,Noord-Brabant,Noord-Brabant,213925,2020-01-27T12:15:39,knooppunt,POINT (5.098244037000029 51.73471902600005)
wandelknooppunten_vrij_wgs84.13653,70,Noord-Brabant,Noord-Brabant,213924,2020-01-27T12:15:39,knooppunt,POINT (4.364353956000059 51.521376030000056)
wandelknooppunten_vrij_wgs84.13654,71,Noord-Brabant,Noord-Brabant,213923,2020-01-27T12:15:39,knooppunt,POINT (4.362900033000074 51.51983100400008)
wandelknooppunten_vrij_wgs84.13655,14,Noord-Brabant,Noord-Brabant,213922,2020-01-27T12:15:39,knooppunt,POINT (4.388927999000032 51.466571988000055)
wandelknooppunten_vrij_wgs84.13656,76,Noord-Brabant,Noord-Brabant,213921,2020-01-27T12:15:39,knooppunt,POINT (4.372706042000061 51.487745000000075)
wandelknooppunten_vrij_wgs84.13657,12,Noord-Brabant,Noord-Brabant,213920,2020-01-27T12:15:39,knooppunt,POINT (4.371623034000038 51.47907100100008)
wandelknooppunten_vrij_wgs84.13658,89,Noord-Brabant,Noord-Brabant,213919,2020-01-27T12:15:39,knooppunt,POINT (4.3685860080000225 51.511824997000076)
wandelknooppunten_vrij_wgs84.13659,87,Noord-Brabant,Noord-Brabant,213918,2020-01-27T12:15:39,knooppunt,POINT (4.370678994000059 51.51863199600007)
wandelknooppunten_vrij_wgs84.13660,54,Noord-Brabant,Noord-Brabant,213917,2020-01-27T12:15:39,knooppunt,POINT (4.381332025000063 51.51705300200007)
wandelknooppunten_vrij_wgs84.13661,20,Noord-Brabant,Noord-Brabant,213916,2020-01-27T12:15:39,knooppunt,POINT (5.085728977000031 51.778124981000076)
wandelknooppunten_vrij_wgs84.13662,62,Noord-Brabant,Noord-Brabant,213915,2020-01-27T12:15:39,knooppunt,POINT (4.446316960000047 51.52304503100004)
wandelknooppunten_vrij_wgs84.13663,93,Noord-Brabant,Noord-Brabant,213914,2020-01-27T12:15:39,knooppunt,POINT (4.420847028000026 51.548545010000055)
wandelknooppunten_vrij_wgs84.13664,56,Noord-Brabant,Noord-Brabant,213913,2020-01-27T12:15:39,knooppunt,POINT (4.383767987000056 51.54763702300005)
wandelknooppunten_vrij_wgs84.13665,41,Noord-Brabant,Noord-Brabant,213912,2020-01-27T12:15:39,knooppunt,POINT (4.5225719810000555 51.53905700200005)
wandelknooppunten_vrij_wgs84.13666,72,Noord-Brabant,Noord-Brabant,213911,2020-01-27T12:15:39,knooppunt,POINT (4.454589008000028 51.51550699100005)
wandelknooppunten_vrij_wgs84.13667,85,Noord-Brabant,Noord-Brabant,213910,2020-01-27T12:15:39,knooppunt,POINT (4.378858963000027 51.52452997600005)
wandelknooppunten_vrij_wgs84.13668,15,Noord-Brabant,Noord-Brabant,213909,2020-01-27T12:15:39,knooppunt,POINT (4.390774037000028 51.459001992000026)
wandelknooppunten_vrij_wgs84.13669,13,Noord-Brabant,Noord-Brabant,213908,2020-01-27T12:15:39,knooppunt,POINT (4.387913981000054 51.47337601100003)
wandelknooppunten_vrij_wgs84.13670,17,Noord-Brabant,Noord-Brabant,213907,2020-01-27T12:15:39,knooppunt,POINT (4.388815979000071 51.48177797800008)
wandelknooppunten_vrij_wgs84.13671,84,Noord-Brabant,Noord-Brabant,213906,2020-01-27T12:15:39,knooppunt,POINT (4.38022197600003 51.52152001600007)
wandelknooppunten_vrij_wgs84.13672,19,Noord-Brabant,Noord-Brabant,213905,2020-01-27T12:15:39,knooppunt,POINT (4.382824036000045 51.51770798300004)
wandelknooppunten_vrij_wgs84.13673,15,Noord-Brabant,Noord-Brabant,213904,2020-01-27T12:15:39,knooppunt,POINT (4.3844969680000645 51.51327799500007)
wandelknooppunten_vrij_wgs84.13674,12,Noord-Brabant,Noord-Brabant,213903,2020-01-27T12:15:39,knooppunt,POINT (4.395713963000048 51.504460005000055)
wandelknooppunten_vrij_wgs84.13675,77,Noord-Brabant,Noord-Brabant,213902,2020-01-27T12:15:39,knooppunt,POINT (4.39709799700006 51.48591399400004)
wandelknooppunten_vrij_wgs84.13676,23,Noord-Brabant,Noord-Brabant,213901,2020-01-27T12:15:39,knooppunt,POINT (4.414644969000051 51.47037498200007)
wandelknooppunten_vrij_wgs84.13677,11,Noord-Brabant,Noord-Brabant,213900,2020-01-27T12:15:39,knooppunt,POINT (4.39768298000007 51.481438006000076)
wandelknooppunten_vrij_wgs84.13678,21,Noord-Brabant,Noord-Brabant,213899,2020-01-27T12:15:39,knooppunt,POINT (4.420439013000021 51.47983702200003)
wandelknooppunten_vrij_wgs84.13679,84,Noord-Brabant,Noord-Brabant,213898,2020-01-27T12:15:39,knooppunt,POINT (4.42443498800003 51.484177008000074)
wandelknooppunten_vrij_wgs84.13680,24,Noord-Brabant,Noord-Brabant,213897,2020-01-27T12:15:39,knooppunt,POINT (4.419747041000051 51.46774500200007)
wandelknooppunten_vrij_wgs84.13681,14,Noord-Brabant,Noord-Brabant,213896,2020-01-27T12:15:39,knooppunt,POINT (4.391824976000066 51.51396897700005)
wandelknooppunten_vrij_wgs84.13682,16,Noord-Brabant,Noord-Brabant,213895,2020-01-27T12:15:39,knooppunt,POINT (4.38758699400006 51.47716501000008)
wandelknooppunten_vrij_wgs84.13683,22,Noord-Brabant,Noord-Brabant,213894,2020-01-27T12:15:39,knooppunt,POINT (4.434574004000069 51.47772897700003)
wandelknooppunten_vrij_wgs84.13684,28,Noord-Brabant,Noord-Brabant,213893,2020-01-27T12:15:39,knooppunt,POINT (4.442454026000064 51.468680997000035)
wandelknooppunten_vrij_wgs84.13685,31,Noord-Brabant,Noord-Brabant,213892,2020-01-27T12:15:39,knooppunt,POINT (4.455280980000055 51.48192197600008)
wandelknooppunten_vrij_wgs84.13686,87,Noord-Brabant,Noord-Brabant,213891,2020-01-27T12:15:39,knooppunt,POINT (4.420905957000059 51.48584099400006)
wandelknooppunten_vrij_wgs84.13687,10,Noord-Brabant,Noord-Brabant,213890,2020-01-27T12:15:39,knooppunt,POINT (4.399007995000034 51.49962100400006)
wandelknooppunten_vrij_wgs84.13688,16,Noord-Brabant,Noord-Brabant,213889,2020-01-27T12:15:39,knooppunt,POINT (4.390109015000064 51.51593201400004)
wandelknooppunten_vrij_wgs84.13689,13,Noord-Brabant,Noord-Brabant,213888,2020-01-27T12:15:39,knooppunt,POINT (4.393825973000048 51.51179201200006)
wandelknooppunten_vrij_wgs84.13690,18,Noord-Brabant,Noord-Brabant,213887,2020-01-27T12:15:39,knooppunt,POINT (4.386965000000032 51.51942697900006)
wandelknooppunten_vrij_wgs84.13691,17,Noord-Brabant,Noord-Brabant,213886,2020-01-27T12:15:39,knooppunt,POINT (4.388412995000067 51.51723400700007)
wandelknooppunten_vrij_wgs84.13692,82,Noord-Brabant,Noord-Brabant,213885,2020-01-27T12:15:39,knooppunt,POINT (4.387963029000048 51.52134897700006)
wandelknooppunten_vrij_wgs84.13693,83,Noord-Brabant,Noord-Brabant,213884,2020-01-27T12:15:39,knooppunt,POINT (4.422739957000033 51.50201199500003)
wandelknooppunten_vrij_wgs84.13694,80,Noord-Brabant,Noord-Brabant,213883,2020-01-27T12:15:39,knooppunt,POINT (4.399877025000023 51.519553977000044)
wandelknooppunten_vrij_wgs84.13695,79,Noord-Brabant,Noord-Brabant,213692,2020-01-27T12:15:39,knooppunt,POINT (4.323337957000035 51.52246899200003)
wandelknooppunten_vrij_wgs84.13696,77,Noord-Brabant,Noord-Brabant,213691,2020-01-27T12:15:39,knooppunt,POINT (4.351392974000021 51.51768601400005)
wandelknooppunten_vrij_wgs84.13697,32,Noord-Brabant,Noord-Brabant,213690,2020-01-27T12:15:39,knooppunt,POINT (4.341077978000044 51.492135019000045)
wandelknooppunten_vrij_wgs84.13698,36,Noord-Brabant,Noord-Brabant,213689,2020-01-27T12:15:39,knooppunt,POINT (4.3259499900000264 51.487933002000034)
wandelknooppunten_vrij_wgs84.13699,80,Noord-Brabant,Noord-Brabant,213688,2020-01-27T12:15:39,knooppunt,POINT (4.26676403700003 51.52938801600004)
wandelknooppunten_vrij_wgs84.13700,23,Noord-Brabant,Noord-Brabant,213687,2020-01-27T12:15:39,knooppunt,POINT (4.321771026000022 51.48751303000006)
wandelknooppunten_vrij_wgs84.13701,25,Noord-Brabant,Noord-Brabant,213686,2020-01-27T12:15:39,knooppunt,POINT (4.319243975000063 51.47692498600003)
wandelknooppunten_vrij_wgs84.13702,87,Noord-Brabant,Noord-Brabant,213685,2020-01-27T12:15:39,knooppunt,POINT (4.25057199400004 51.52828901600003)
wandelknooppunten_vrij_wgs84.13703,99,Noord-Brabant,Noord-Brabant,213684,2020-01-27T12:15:39,knooppunt,POINT (4.297513010000046 51.52359401000007)
wandelknooppunten_vrij_wgs84.13704,68,Noord-Brabant,Noord-Brabant,213683,2020-01-27T12:15:39,knooppunt,POINT (4.297476000000074 51.53067900500008)
wandelknooppunten_vrij_wgs84.13705,53,Noord-Brabant,Noord-Brabant,213682,2020-01-27T12:15:39,knooppunt,POINT (4.267242031000023 51.53076299800006)
wandelknooppunten_vrij_wgs84.13706,24,Noord-Brabant,Noord-Brabant,213681,2020-01-27T12:15:39,knooppunt,POINT (4.32022098300007 51.482845987000076)
wandelknooppunten_vrij_wgs84.13707,82,Noord-Brabant,Noord-Brabant,213680,2020-01-27T12:15:39,knooppunt,POINT (4.268587976000049 51.515503022000075)
wandelknooppunten_vrij_wgs84.13708,47,Noord-Brabant,Noord-Brabant,213679,2020-01-27T12:15:39,knooppunt,POINT (4.324909021000053 51.46925698800004)
wandelknooppunten_vrij_wgs84.13709,55,Noord-Brabant,Noord-Brabant,213678,2020-01-27T12:15:39,knooppunt,POINT (4.319416003000072 51.47365197700003)
wandelknooppunten_vrij_wgs84.13710,93,Noord-Brabant,Noord-Brabant,213677,2020-01-27T12:15:39,knooppunt,POINT (4.295625022000024 51.52412397900008)
wandelknooppunten_vrij_wgs84.13711,88,Noord-Brabant,Noord-Brabant,213676,2020-01-27T12:15:39,knooppunt,POINT (4.304589040000053 51.529078018000064)
wandelknooppunten_vrij_wgs84.13712,98,Noord-Brabant,Noord-Brabant,213675,2020-01-27T12:15:39,knooppunt,POINT (4.297485970000025 51.52122399500007)
wandelknooppunten_vrij_wgs84.13713,46,Noord-Brabant,Noord-Brabant,213674,2020-01-27T12:15:39,knooppunt,POINT (4.333626991000074 51.468280994000054)
wandelknooppunten_vrij_wgs84.13714,52,Noord-Brabant,Noord-Brabant,213673,2020-01-27T12:15:39,knooppunt,POINT (4.2746770270000525 51.53218102500006)
wandelknooppunten_vrij_wgs84.13715,69,Noord-Brabant,Noord-Brabant,213672,2020-01-27T12:15:39,knooppunt,POINT (4.301467034000041 51.52875399200008)
wandelknooppunten_vrij_wgs84.13716,95,Noord-Brabant,Noord-Brabant,213671,2020-01-27T12:15:39,knooppunt,POINT (4.298751967000044 51.52021898500004)
wandelknooppunten_vrij_wgs84.13717,97,Noord-Brabant,Noord-Brabant,213670,2020-01-27T12:15:39,knooppunt,POINT (4.30278701900005 51.52367103000006)
wandelknooppunten_vrij_wgs84.13718,67,Noord-Brabant,Noord-Brabant,213669,2020-01-27T12:15:39,knooppunt,POINT (4.3428049880000685 51.463211992000026)
wandelknooppunten_vrij_wgs84.13719,41,Noord-Brabant,Noord-Brabant,213668,2020-01-27T12:15:39,knooppunt,POINT (4.334575972000039 51.46881602800005)
wandelknooppunten_vrij_wgs84.13720,37,Noord-Brabant,Noord-Brabant,213667,2020-01-27T12:15:39,knooppunt,POINT (4.3260789870000735 51.48626299500006)
wandelknooppunten_vrij_wgs84.13721,83,Noord-Brabant,Noord-Brabant,213666,2020-01-27T12:15:39,knooppunt,POINT (4.261877023000068 51.51390999800003)
wandelknooppunten_vrij_wgs84.13722,34,Noord-Brabant,Noord-Brabant,213665,2020-01-27T12:15:39,knooppunt,POINT (4.33139503700005 51.49106700200008)
wandelknooppunten_vrij_wgs84.13723,55,Noord-Brabant,Noord-Brabant,213664,2020-01-27T12:15:39,knooppunt,POINT (4.256453984000075 51.53965199500004)
wandelknooppunten_vrij_wgs84.13724,86,Noord-Brabant,Noord-Brabant,213663,2020-01-27T12:15:39,knooppunt,POINT (4.254124023000031 51.52720502500006)
wandelknooppunten_vrij_wgs84.13725,35,Noord-Brabant,Noord-Brabant,213661,2020-01-27T12:15:39,knooppunt,POINT (4.326235024000027 51.490956983000046)
wandelknooppunten_vrij_wgs84.13726,20,Noord-Brabant,Noord-Brabant,213660,2020-01-27T12:15:39,knooppunt,POINT (4.293392977000053 51.495324993000054)
wandelknooppunten_vrij_wgs84.13727,59,Noord-Brabant,Noord-Brabant,213659,2020-01-27T12:15:39,knooppunt,POINT (4.296414011000024 51.467693014000076)
wandelknooppunten_vrij_wgs84.13728,22,Noord-Brabant,Noord-Brabant,213658,2020-01-27T12:15:39,knooppunt,POINT (4.297673989000032 51.488992031000066)
wandelknooppunten_vrij_wgs84.13729,57,Noord-Brabant,Noord-Brabant,213657,2020-01-27T12:15:39,knooppunt,POINT (4.308880023000029 51.46019702900003)
wandelknooppunten_vrij_wgs84.13730,62,Noord-Brabant,Noord-Brabant,213656,2020-01-27T12:15:39,knooppunt,POINT (4.362584004000041 51.47165997900004)
wandelknooppunten_vrij_wgs84.13731,73,Noord-Brabant,Noord-Brabant,213655,2020-01-27T12:15:39,knooppunt,POINT (4.66785696200003 51.60282501200004)
wandelknooppunten_vrij_wgs84.13732,76,Noord-Brabant,Noord-Brabant,213654,2020-01-27T12:15:39,knooppunt,POINT (4.684491963000028 51.60028001100005)
wandelknooppunten_vrij_wgs84.13733,77,Noord-Brabant,Noord-Brabant,213653,2020-01-27T12:15:39,knooppunt,POINT (4.684830000000034 51.596553981000056)
wandelknooppunten_vrij_wgs84.13734,62,Noord-Brabant,Noord-Brabant,213652,2020-01-27T12:15:39,knooppunt,POINT (4.664337991000025 51.609765011000036)
wandelknooppunten_vrij_wgs84.13735,16,Noord-Brabant,Noord-Brabant,213650,2020-01-27T12:15:39,knooppunt,POINT (4.286542963000045 51.475185027000066)
wandelknooppunten_vrij_wgs84.13736,12,Noord-Brabant,Noord-Brabant,213649,2020-01-27T12:15:39,knooppunt,POINT (4.260445018000041 51.48132600500003)
wandelknooppunten_vrij_wgs84.13737,64,Noord-Brabant,Noord-Brabant,213648,2020-01-27T12:15:39,knooppunt,POINT (4.353829025000039 51.47684598600006)
wandelknooppunten_vrij_wgs84.13738,15,Noord-Brabant,Noord-Brabant,213647,2020-01-27T12:15:39,knooppunt,POINT (4.280363003000048 51.47936802300006)
wandelknooppunten_vrij_wgs84.13739,48,Noord-Brabant,Noord-Brabant,213646,2020-01-27T12:15:39,knooppunt,POINT (4.323831042000052 51.47763699700005)
wandelknooppunten_vrij_wgs84.13740,18,Noord-Brabant,Noord-Brabant,213645,2020-01-27T12:15:39,knooppunt,POINT (4.292019992000064 51.46883997800006)
wandelknooppunten_vrij_wgs84.13741,63,Noord-Brabant,Noord-Brabant,213644,2020-01-27T12:15:39,knooppunt,POINT (4.354784023000036 51.476565004000065)
wandelknooppunten_vrij_wgs84.13742,68,Noord-Brabant,Noord-Brabant,213643,2020-01-27T12:15:39,knooppunt,POINT (4.34284801900003 51.47032702700005)
wandelknooppunten_vrij_wgs84.13743,29,Noord-Brabant,Noord-Brabant,213642,2020-01-27T12:15:39,knooppunt,POINT (4.280797967000069 51.48086099300008)
wandelknooppunten_vrij_wgs84.13744,70,Noord-Brabant,Noord-Brabant,213641,2020-01-27T12:15:39,knooppunt,POINT (4.29452503400006 51.46706199300007)
wandelknooppunten_vrij_wgs84.13745,11,Noord-Brabant,Noord-Brabant,213640,2020-01-27T12:15:39,knooppunt,POINT (4.250740968000059 51.49164802400003)
